1.329885646   0.9875
1.428069688   0.9780
1.507967156   0.9686
1.585616443   0.9572
1.658792805   0.9483
1.720710049   0.9372
1.782590000   0.9260
1.843203830   0.9159
1.905838643   0.9043
1.969419799   0.8927
2.012117324   0.8830
2.055744782   0.8733
2.113438056   0.8612
2.211338592   0.8401
2.147906123   0.8510
2.268374578   0.8265
2.307482899   0.8163
2.364865570   0.8042
2.397026148   0.7948
2.437271873   0.7851
2.478172865   0.7747
2.523300622   0.7647
2.565594935   0.7530
2.605044699   0.7438
2.643134229   0.7315
2.685580647   0.7204
2.711665234   0.7115
2.764305998   0.7002
2.783914317   0.6913
2.822799634   0.6829
2.860133423   0.6722
2.897961783   0.6616
2.947558116   0.6496
2.975119913   0.6401
3.016666578   0.6315
3.046497689   0.6208
3.101219694   0.6077
3.157586675   0.5954
3.174781625   0.5839
3.232523635   0.5724
3.286567007   0.5577
3.334134381   0.5443
3.364464619   0.5327
3.419192528   0.5195
3.462102451   0.5065
3.500690523   0.4954
